Time(s),One,Two,Three,Four
9541.222,36.792,36.881,36.842,36.753
9544.103,36.774,36.865,36.831,36.741
9546.984,36.75,36.848,36.818,36.727
9549.855,36.725,36.831,36.801,36.711
9552.741,36.704,36.813,36.785,36.694
9555.725,36.689,36.799,36.767,36.676
9558.683,36.678,36.786,36.751,36.662
9561.663,36.673,36.775,36.738,36.647
9564.935,36.667,36.763,36.724,36.632
9567.798,36.665,36.755,36.709,36.621
9570.714,36.661,36.746,36.698,36.609
9573.575,36.654,36.736,36.684,36.598
9576.417,36.644,36.725,36.673,36.589
9579.26,36.628,36.713,36.663,36.582
9582.104,36.61,36.699,36.656,36.573
9584.977,36.593,36.688,36.647,36.563
9587.825,36.577,36.677,36.639,36.551
9590.685,36.561,36.663,36.627,36.536
9593.63,36.542,36.647,36.61,36.52
9596.574,36.526,36.631,36.596,36.505
9599.466,36.513,36.616,36.578,36.487
9602.323,36.499,36.6,36.563,36.473
9605.19,36.488,36.588,36.55,36.461
9608.032,36.479,36.576,36.537,36.45
9610.883,36.473,36.568,36.527,36.441
9613.775,36.466,36.558,36.519,36.432
9616.623,36.46,36.549,36.51,36.422
9619.483,36.452,36.541,36.502,36.413
9622.454,36.444,36.533,36.493,36.404
9625.314,36.434,36.522,36.483,36.391
9628.273,36.421,36.512,36.471,36.379
9631.126,36.407,36.501,36.459,36.367
9633.968,36.391,36.489,36.447,36.354
9636.824,36.374,36.475,36.433,36.342
9639.672,36.359,36.463,36.42,36.328
9642.538,36.343,36.45,36.408,36.314
9645.504,36.332,36.435,36.393,36.3
9648.394,36.32,36.421,36.378,36.286
9651.367,36.307,36.406,36.364,36.272
9654.231,36.292,36.393,36.351,36.26
9657.08,36.281,36.38,36.337,36.249
9659.954,36.267,36.367,36.327,36.24
9662.812,36.25,36.355,36.317,36.231
9665.657,36.241,36.343,36.307,36.22
9668.524,36.231,36.332,36.297,36.21
9671.399,36.223,36.322,36.286,36.199
9674.254,36.216,36.311,36.274,36.186
9677.167,36.209,36.302,36.265,36.175
9680.074,36.203,36.294,36.253,36.161
9682.993,36.193,36.281,36.239,36.15
9685.995,36.176,36.27,36.227,36.135
9688.994,36.156,36.253,36.211,36.122
9691.968,36.136,36.239,36.197,36.11
9694.949,36.118,36.223,36.183,36.097
9697.945,36.104,36.208,36.169,36.083
9700.9,36.094,36.195,36.156,36.071
9703.758,36.091,36.187,36.144,36.059
9706.635,36.083,36.177,36.13,36.048
9709.485,36.076,36.165,36.117,36.034
9712.374,36.062,36.152,36.107,36.022
9715.244,36.046,36.138,36.096,36.011
9718.095,36.027,36.126,36.085,36.0
9720.943,36.006,36.111,36.077,35.992
9723.809,35.992,36.098,36.068,35.983
9726.756,35.978,36.087,36.055,35.972
9729.733,35.97,36.074,36.043,35.961
9732.597,35.963,36.063,36.032,35.947
9735.565,35.954,36.053,36.021,35.936
9738.45,35.95,36.043,36.009,35.923
9741.325,35.94,36.034,36.001,35.912
9744.173,35.93,36.024,35.99,35.901
9747.014,35.921,36.014,35.981,35.892
9749.866,35.909,36.006,35.969,35.883
9752.734,35.899,35.994,35.959,35.869
9755.605,35.889,35.984,35.946,35.858
9758.516,35.876,35.973,35.933,35.846
9761.452,35.861,35.959,35.921,35.831
9764.295,35.846,35.945,35.906,35.819
9767.136,35.831,35.932,35.895,35.809
9769.981,35.821,35.921,35.884,35.801
9772.854,35.814,35.911,35.875,35.79
9775.716,35.81,35.903,35.866,35.781
9778.595,35.805,35.896,35.856,35.774
9781.479,35.801,35.887,35.847,35.766
9784.476,35.794,35.881,35.84,35.755
9787.395,35.782,35.873,35.83,35.746
9790.326,35.769,35.861,35.819,35.73
9793.185,35.752,35.846,35.807,35.717
9796.026,35.735,35.833,35.795,35.703
9799.011,35.72,35.822,35.782,35.691
9801.871,35.706,35.808,35.769,35.676
9804.786,35.692,35.795,35.756,35.667
9807.666,35.682,35.781,35.742,35.654
9810.636,35.668,35.77,35.73,35.646
9813.624,35.657,35.757,35.719,35.636
9816.486,35.648,35.748,35.71,35.625
9819.326,35.641,35.736,35.699,35.614
9822.171,35.632,35.728,35.688,35.602
9825.046,35.625,35.717,35.674,35.591
9827.946,35.614,35.706,35.662,35.577
9830.827,35.602,35.695,35.647,35.566
9833.676,35.589,35.682,35.634,35.551
9836.541,35.577,35.668,35.621,35.541
9839.436,35.566,35.658,35.609,35.53
9842.337,35.555,35.646,35.597,35.519
9845.296,35.547,35.636,35.587,35.511
9848.266,35.54,35.628,35.578,35.503
9851.158,35.532,35.62,35.571,35.495
9854.049,35.524,35.61,35.563,35.487
9856.923,35.513,35.6,35.555,35.478
9859.77,35.501,35.589,35.55,35.468
9862.616,35.489,35.58,35.539,35.461
9865.466,35.48,35.571,35.532,35.448
9868.318,35.471,35.561,35.52,35.436
9871.2,35.462,35.551,35.509,35.424
9874.161,35.451,35.538,35.494,35.41
9877.137,35.433,35.524,35.482,35.395
9880.068,35.414,35.509,35.466,35.381
9882.92,35.395,35.493,35.451,35.366
9885.766,35.378,35.476,35.437,35.352
9888.609,35.366,35.463,35.423,35.34
9891.484,35.357,35.451,35.411,35.331
9894.367,35.351,35.441,35.401,35.321
9897.249,35.345,35.432,35.391,35.312
9900.095,35.341,35.426,35.383,35.305
9902.977,35.335,35.417,35.376,35.298
9905.869,35.324,35.408,35.366,35.288
9908.738,35.312,35.398,35.359,35.278
9911.716,35.297,35.386,35.348,35.265
9914.599,35.283,35.373,35.338,35.255
9917.477,35.268,35.362,35.328,35.244
9920.337,35.258,35.353,35.314,35.232
9923.189,35.245,35.342,35.304,35.222
9926.054,35.234,35.331,35.293,35.21
9928.918,35.225,35.321,35.282,35.201
9931.807,35.216,35.312,35.273,35.191
9934.689,35.21,35.303,35.265,35.18
9937.579,35.2,35.292,35.254,35.171
9940.561,35.191,35.281,35.243,35.159
9943.432,35.18,35.269,35.231,35.146
9946.363,35.167,35.258,35.219,35.134
9949.222,35.154,35.247,35.206,35.124
9952.078,35.142,35.235,35.194,35.111
9954.958,35.128,35.222,35.181,35.1
9957.838,35.117,35.209,35.169,35.087
9960.688,35.105,35.199,35.159,35.077
9963.547,35.097,35.187,35.148,35.065
9966.419,35.088,35.177,35.137,35.057
9969.357,35.08,35.168,35.127,35.048
9972.37,35.072,35.159,35.119,35.041
9975.328,35.063,35.15,35.112,35.032
9978.298,35.054,35.141,35.102,35.023
9981.176,35.044,35.134,35.095,35.016
9984.148,35.031,35.122,35.084,35.006
9987.087,35.019,35.113,35.073,34.993
9989.958,35.007,35.101,35.063,34.98
9992.816,34.996,35.089,35.053,34.969
9995.663,34.986,35.078,35.043,34.957
9998.507,34.974,35.067,35.032,34.947
10001.358,34.963,35.056,35.023,34.937
10004.229,34.95,35.048,35.015,34.929
10007.178,34.939,35.038,35.005,34.92
10010.068,34.93,35.026,34.994,34.911
10013.052,34.921,35.019,34.984,34.901
10015.909,34.915,35.009,34.973,34.891
10018.761,34.909,35.0,34.961,34.879
10021.608,34.903,34.992,34.95,34.867
10024.468,34.898,34.982,34.937,34.856
10027.349,34.889,34.972,34.925,34.846
10030.199,34.879,34.96,34.913,34.835
10033.189,34.864,34.947,34.903,34.824
10036.148,34.846,34.935,34.892,34.814
10039.067,34.83,34.921,34.88,34.802
10042.058,34.813,34.907,34.867,34.789
10044.919,34.8,34.895,34.855,34.779
10047.771,34.789,34.884,34.845,34.768
10050.629,34.78,34.874,34.835,34.758
10053.508,34.775,34.865,34.826,34.749
10056.388,34.767,34.855,34.818,34.74
10059.257,34.761,34.846,34.809,34.734
10062.235,34.754,34.839,34.801,34.724
10065.149,34.747,34.828,34.791,34.714
10068.113,34.735,34.818,34.78,34.702
10070.958,34.726,34.809,34.769,34.69
10073.839,34.715,34.797,34.756,34.677
10076.709,34.703,34.787,34.746,34.663
10079.579,34.69,34.774,34.733,34.654
10082.458,34.679,34.763,34.722,34.641
10085.318,34.665,34.751,34.711,34.63
10088.169,34.652,34.738,34.698,34.619
10091.054,34.64,34.728,34.688,34.608
10094.041,34.629,34.715,34.675,34.598
10096.939,34.618,34.704,34.663,34.589
10099.799,34.61,34.695,34.655,34.579
10102.658,34.601,34.684,34.646,34.569
10105.549,34.59,34.675,34.637,34.561
10108.428,34.58,34.665,34.628,34.551
10111.279,34.569,34.657,34.622,34.543
10114.131,34.559,34.648,34.614,34.533
10116.995,34.548,34.64,34.606,34.526
10119.902,34.541,34.631,34.597,34.516
10122.777,34.532,34.62,34.589,34.507
10125.739,34.523,34.61,34.577,34.497
10128.619,34.513,34.601,34.565,34.486
10131.503,34.504,34.59,34.552,34.474
10134.36,34.492,34.579,34.54,34.46
10137.207,34.479,34.566,34.528,34.449
10140.067,34.465,34.553,34.513,34.436
10142.942,34.449,34.54,34.5,34.422
10145.818,34.437,34.527,34.486,34.409
10148.733,34.427,34.516,34.475,34.399
10151.714,34.421,34.507,34.463,34.391
10154.604,34.419,34.5,34.455,34.383
10157.458,34.414,34.492,34.449,34.376
10160.339,34.41,34.487,34.443,34.371
10163.278,34.401,34.481,34.437,34.364
10166.259,34.39,34.471,34.43,34.356
10169.16,34.378,34.461,34.422,34.345
10172.129,34.364,34.451,34.413,34.333
10175.032,34.349,34.438,34.401,34.321
10177.94,34.337,34.425,34.388,34.309
10180.829,34.326,34.414,34.376,34.296
10183.694,34.315,34.402,34.363,34.285
10186.549,34.304,34.391,34.353,34.273
10189.409,34.297,34.382,34.344,34.264
10192.249,34.292,34.374,34.336,34.256
10195.118,34.286,34.367,34.328,34.249
10197.988,34.281,34.359,34.319,34.241
10200.858,34.274,34.353,34.312,34.232
10203.71,34.267,34.345,34.306,34.223
10206.551,34.26,34.337,34.298,34.217
10209.409,34.25,34.328,34.289,34.21
10212.279,34.241,34.319,34.28,34.201
10215.14,34.23,34.308,34.275,34.194
10217.983,34.218,34.298,34.271,34.186
10220.859,34.207,34.287,34.262,34.179
10223.732,34.191,34.276,34.251,34.169
10226.698,34.176,34.264,34.24,34.158
10229.559,34.163,34.254,34.229,34.146
10232.539,34.151,34.241,34.217,34.13
10235.509,34.142,34.232,34.203,34.122
10238.389,34.134,34.222,34.192,34.111
10241.269,34.126,34.213,34.179,34.099
10244.131,34.117,34.204,34.165,34.088
10247.005,34.11,34.194,34.153,34.077
10249.853,34.1,34.185,34.138,34.064
10252.703,34.09,34.174,34.127,34.055
10255.56,34.079,34.161,34.115,34.043
10258.54,34.066,34.15,34.104,34.033
10261.52,34.056,34.138,34.094,34.021
10264.48,34.046,34.128,34.084,34.013
10267.37,34.038,34.118,34.076,34.003
10270.249,34.029,34.108,34.067,33.995
10273.109,34.021,34.099,34.058,33.985
10275.96,34.013,34.092,34.05,33.976
10278.8,34.004,34.084,34.042,33.968
10281.676,33.995,34.075,34.032,33.958
10284.63,33.984,34.067,34.023,33.948
10287.51,33.973,34.055,34.013,33.938
10290.39,33.958,34.043,34.004,33.929
10293.269,33.945,34.033,33.995,33.918
10296.12,33.934,34.022,33.986,33.909
10298.984,33.926,34.012,33.976,33.902
10301.832,33.918,34.002,33.967,33.892
10304.694,33.913,33.993,33.959,33.884
10307.574,33.907,33.986,33.948,33.872
10310.492,33.901,33.978,33.941,33.862
10313.423,33.894,33.97,33.929,33.852
10316.271,33.884,33.961,33.92,33.841
10319.127,33.873,33.952,33.909,33.832
10321.976,33.859,33.941,33.901,33.823
10324.849,33.845,33.933,33.892,33.814
10327.718,33.834,33.922,33.884,33.805
10330.57,33.823,33.912,33.876,33.796
10333.44,33.813,33.903,33.866,33.787
10336.389,33.803,33.892,33.855,33.775
10339.26,33.795,33.882,33.846,33.766
10342.25,33.788,33.872,33.833,33.757
10345.119,33.78,33.862,33.824,33.748
10348.0,33.772,33.854,33.816,33.74
10350.88,33.768,33.847,33.809,33.733
10353.769,33.762,33.839,33.803,33.726
10356.611,33.757,33.832,33.794,33.718
10359.47,33.751,33.823,33.787,33.711
10362.404,33.74,33.814,33.775,33.7
10365.38,33.726,33.802,33.763,33.688
10368.25,33.711,33.792,33.753,33.678
10371.109,33.7,33.781,33.741,33.666
10373.98,33.687,33.772,33.732,33.654
10376.869,33.676,33.762,33.721,33.644
10379.729,33.667,33.75,33.713,33.635
10382.581,33.659,33.741,33.704,33.625
10385.43,33.653,33.732,33.693,33.616
10388.29,33.646,33.724,33.683,33.606
10391.171,33.639,33.715,33.674,33.598
10394.032,33.631,33.708,33.663,33.588
10396.921,33.623,33.698,33.653,33.58
10399.77,33.614,33.691,33.646,33.571
10402.611,33.605,33.682,33.636,33.564
10405.49,33.596,33.673,33.63,33.556
10408.351,33.586,33.665,33.623,33.546
10411.341,33.577,33.656,33.615,33.54
10414.225,33.57,33.647,33.609,33.531
10417.191,33.559,33.639,33.599,33.523
10420.062,33.55,33.629,33.591,33.513
10422.955,33.539,33.62,33.583,33.505
10425.809,33.528,33.61,33.574,33.494
10428.671,33.516,33.599,33.563,33.485
10431.523,33.505,33.589,33.555,33.477
10434.401,33.496,33.578,33.544,33.467
10437.281,33.488,33.57,33.535,33.458
10440.131,33.478,33.561,33.527,33.449
10443.02,33.474,33.554,33.517,33.439
10445.942,33.47,33.548,33.507,33.43
10448.8,33.466,33.541,33.498,33.42
10451.671,33.46,33.53,33.486,33.409
10454.539,33.449,33.52,33.477,33.398
10457.381,33.438,33.508,33.467,33.39
10460.276,33.425,33.499,33.46,33.381
10463.145,33.413,33.487,33.45,33.371
10466.012,33.4,33.478,33.442,33.362
10468.868,33.389,33.47,33.433,33.354
10471.742,33.377,33.459,33.423,33.345
10474.612,33.367,33.448,33.414,33.335
10477.491,33.354,33.438,33.404,33.326
10480.372,33.342,33.428,33.397,33.315
10483.302,33.334,33.416,33.387,33.305
10486.249,33.325,33.407,33.376,33.295
10489.171,33.316,33.401,33.367,33.287
10492.142,33.312,33.393,33.358,33.278
10495.025,33.304,33.387,33.349,33.268
10497.902,33.296,33.378,33.34,33.261
10500.76,33.287,33.37,33.332,33.253
10503.66,33.277,33.36,33.324,33.244
10506.526,33.268,33.352,33.316,33.235
10509.392,33.258,33.343,33.308,33.226
10512.327,33.249,33.335,33.299,33.218
10515.282,33.241,33.327,33.292,33.209
10518.15,33.233,33.318,33.283,33.202
10521.021,33.228,33.312,33.275,33.193
10523.903,33.221,33.307,33.267,33.185
10526.775,33.216,33.3,33.259,33.177
10529.669,33.208,33.293,33.253,33.168
10532.564,33.199,33.284,33.243,33.164
10535.454,33.19,33.275,33.236,33.154
10538.322,33.178,33.265,33.229,33.146
10541.206,33.169,33.256,33.221,33.139
10544.158,33.158,33.246,33.211,33.131
10547.043,33.147,33.237,33.203,33.122
10549.917,33.137,33.227,33.193,33.113
10552.822,33.128,33.216,33.183,33.102
10555.704,33.118,33.206,33.173,33.089
10558.602,33.11,33.197,33.162,33.078
10561.482,33.103,33.189,33.15,33.068
10564.333,33.098,33.181,33.139,33.059
10567.206,33.092,33.171,33.13,33.051
10570.185,33.085,33.164,33.12,33.043
10573.095,33.078,33.156,33.112,33.037
10575.966,33.069,33.149,33.105,33.029
10578.843,33.059,33.141,33.101,33.022
10581.693,33.05,33.134,33.094,33.017
10584.563,33.038,33.123,33.088,33.009
10587.433,33.027,33.113,33.081,33.0
10590.283,33.015,33.103,33.075,32.99
10593.161,33.005,33.092,33.064,32.98
10596.115,32.996,33.083,33.054,32.968
10599.092,32.988,33.076,33.043,32.957
10601.956,32.981,33.068,33.033,32.949
10604.872,32.976,33.06,33.021,32.94
10607.765,32.97,33.052,33.011,32.932
10610.643,32.962,33.044,33.004,32.925
10613.515,32.957,33.038,32.996,32.917
10616.373,32.951,33.032,32.988,32.908
10619.226,32.944,33.022,32.98,32.901
10622.09,32.934,33.013,32.973,32.892
10624.954,32.924,33.002,32.964,32.883
10627.825,32.91,32.991,32.954,32.875
10630.815,32.896,32.978,32.945,32.863
10633.755,32.884,32.968,32.935,32.854
10636.635,32.873,32.955,32.922,32.843
10639.485,32.863,32.946,32.912,32.834
10642.354,32.854,32.938,32.903,32.824
10645.214,32.847,32.93,32.893,32.816
10648.106,32.839,32.921,32.886,32.807
10650.986,32.831,32.915,32.877,32.8
10653.934,32.82,32.906,32.869,32.793
10656.925,32.813,32.897,32.859,32.783
10659.814,32.805,32.888,32.851,32.776
10662.789,32.797,32.881,32.844,32.768
10665.655,32.79,32.873,32.836,32.759
10668.544,32.783,32.867,32.828,32.75
10671.417,32.779,32.857,32.819,32.741
10674.302,32.769,32.849,32.812,32.733
10677.178,32.761,32.84,32.802,32.724
10680.057,32.753,32.832,32.794,32.717
10682.939,32.744,32.823,32.788,32.71
10685.9,32.735,32.814,32.781,32.701
10688.759,32.727,32.809,32.774,32.694
10691.635,32.719,32.802,32.766,32.688
10694.518,32.71,32.796,32.759,32.68
10697.395,32.701,32.786,32.749,32.672
10700.264,32.693,32.775,32.742,32.664
10703.225,32.681,32.766,32.733,32.655
10706.1,32.672,32.754,32.725,32.646
10709.07,32.664,32.744,32.714,32.637
10711.928,32.654,32.734,32.706,32.627
10714.795,32.647,32.726,32.697,32.616
10717.677,32.64,32.719,32.687,32.608
10720.554,32.632,32.71,32.679,32.599
10723.435,32.625,32.705,32.667,32.59
10726.324,32.618,32.698,32.659,32.582
10729.285,32.612,32.69,32.649,32.571
10732.208,32.602,32.681,32.642,32.565
10735.085,32.593,32.675,32.634,32.557
10737.96,32.584,32.666,32.625,32.55
10740.82,32.574,32.657,32.619,32.544
10743.71,32.566,32.649,32.611,32.536
10746.586,32.558,32.641,32.604,32.529
10749.476,32.549,32.633,32.595,32.52
10752.359,32.541,32.624,32.587,32.51
10755.239,32.529,32.613,32.58,32.501
10758.096,32.522,32.602,32.57,32.491
10760.946,32.512,32.59,32.561,32.482
10763.806,32.501,32.581,32.551,32.469
10766.687,32.49,32.57,32.541,32.462
10769.566,32.48,32.561,32.533,32.453
10772.455,32.473,32.553,32.525,32.444
10775.324,32.464,32.548,32.516,32.435
10778.186,32.458,32.542,32.51,32.428
10781.096,32.452,32.537,32.5,32.422
10784.054,32.445,32.529,32.494,32.414
10786.905,32.437,32.523,32.487,32.407
10789.777,32.43,32.515,32.479,32.4
10792.65,32.423,32.507,32.471,32.392
10795.512,32.416,32.5,32.463,32.385
10798.387,32.407,32.493,32.454,32.376
10801.263,32.4,32.483,32.444,32.368
10804.154,32.392,32.472,32.436,32.359
10807.059,32.383,32.461,32.426,32.351
10810.01,32.374,32.449,32.416,32.338
10812.946,32.364,32.439,32.408,32.329
10815.845,32.352,32.431,32.396,32.321
10818.705,32.341,32.423,32.39,32.311
10821.587,32.332,32.415,32.382,32.304
10824.435,32.325,32.409,32.375,32.296
10827.306,32.317,32.403,32.367,32.288
10830.157,32.309,32.395,32.359,32.282
10833.074,32.304,32.386,32.352,32.276
10835.997,32.297,32.379,32.346,32.268
10838.875,32.29,32.372,32.339,32.262
10841.742,32.284,32.365,32.333,32.256
10844.608,32.277,32.357,32.327,32.25
10847.466,32.269,32.349,32.321,32.242
10850.335,32.26,32.342,32.313,32.234
10853.275,32.254,32.333,32.305,32.224
10856.146,32.247,32.326,32.295,32.215
10859.006,32.237,32.317,32.285,32.207
10861.851,32.23,32.31,32.279,32.199
10864.704,32.222,32.302,32.271,32.192
10867.577,32.214,32.297,32.263,32.183
10870.46,32.208,32.289,32.258,32.177
10873.29,32.202,32.281,32.252,32.171
10876.266,32.192,32.276,32.243,32.163
10879.213,32.186,32.267,32.234,32.155
10882.097,32.177,32.258,32.225,32.147
10884.943,32.169,32.25,32.217,32.139
10887.805,32.16,32.242,32.207,32.129
10890.67,32.151,32.232,32.198,32.122
10893.546,32.143,32.222,32.189,32.111
10896.446,32.133,32.212,32.179,32.101
10899.436,32.123,32.202,32.169,32.091
10902.321,32.114,32.193,32.158,32.083
10905.201,32.105,32.183,32.149,32.075
10908.155,32.097,32.176,32.142,32.067
10911.117,32.089,32.169,32.135,32.06
10913.991,32.081,32.161,32.129,32.054
10916.981,32.076,32.157,32.122,32.045
10919.856,32.07,32.15,32.117,32.04
10922.737,32.064,32.143,32.113,32.033
10925.619,32.058,32.139,32.105,32.026
10928.46,32.053,32.133,32.1,32.02
10931.326,32.045,32.127,32.095,32.013
10934.184,32.038,32.121,32.088,32.006
10937.05,32.032,32.114,32.082,31.997
10940.004,32.022,32.103,32.072,31.989
10942.895,32.013,32.094,32.065,31.98
10945.874,32.002,32.083,32.055,31.972
10948.729,31.99,32.074,32.048,31.964
10951.586,31.981,32.063,32.039,31.954
10954.477,31.971,32.056,32.031,31.947
10957.347,31.963,32.049,32.021,31.938
10960.208,31.958,32.044,32.012,31.929
10963.085,31.952,32.041,32.003,31.921
10966.037,31.948,32.037,31.992,31.91
10969.024,31.945,32.027,31.982,31.904
10972.0,31.939,32.017,31.969,31.895
10974.874,31.932,32.005,31.959,31.887
10977.74,31.922,31.994,31.951,31.879
10980.592,31.911,31.985,31.945,31.872
10983.476,31.901,31.976,31.938,31.865
10986.316,31.891,31.968,31.933,31.858
10989.187,31.882,31.958,31.927,31.852
10992.157,31.872,31.95,31.921,31.846
10995.053,31.863,31.944,31.915,31.839
10997.915,31.855,31.935,31.909,31.831
11000.8,31.848,31.928,31.902,31.825
11003.698,31.841,31.922,31.896,31.817
11006.541,31.835,31.916,31.886,31.809
11009.383,31.83,31.909,31.877,31.801
11012.243,31.824,31.905,31.868,31.793
11015.212,31.819,31.897,31.859,31.785
11018.177,31.81,31.889,31.85,31.775
11021.046,31.804,31.88,31.842,31.768
11023.924,31.794,31.871,31.835,31.758
11026.824,31.786,31.864,31.829,31.752
11029.699,31.778,31.856,31.821,31.746
11032.538,31.77,31.849,31.814,31.739
11035.407,31.762,31.841,31.808,31.732
11038.367,31.754,31.833,31.803,31.725
11041.257,31.746,31.825,31.794,31.719
11044.135,31.74,31.817,31.786,31.711
11047.021,31.732,31.807,31.778,31.704
11049.907,31.724,31.801,31.772,31.697
11052.791,31.718,31.795,31.766,31.688
11055.657,31.71,31.786,31.758,31.68
11058.632,31.703,31.781,31.75,31.672
11061.506,31.697,31.772,31.741,31.663
11064.387,31.69,31.764,31.733,31.655
11067.287,31.684,31.759,31.723,31.647
11070.18,31.676,31.753,31.715,31.64
11073.037,31.669,31.746,31.706,31.631
11075.89,31.662,31.74,31.698,31.624
11078.763,31.655,31.731,31.691,31.617
11081.638,31.648,31.725,31.683,31.608
11084.53,31.64,31.716,31.676,31.602
11087.398,31.632,31.708,31.67,31.595
11090.268,31.623,31.701,31.663,31.587
11093.156,31.615,31.69,31.657,31.581
11096.016,31.606,31.683,31.651,31.573
11098.886,31.598,31.676,31.643,31.566
11101.768,31.59,31.667,31.636,31.561
11104.659,31.583,31.66,31.629,31.553
11107.528,31.576,31.653,31.621,31.545
11110.399,31.568,31.646,31.613,31.538
11113.363,31.561,31.639,31.605,31.528
11116.271,31.554,31.631,31.598,31.522
11119.145,31.546,31.624,31.591,31.513
11122.017,31.538,31.615,31.583,31.507
11124.876,31.531,31.608,31.575,31.498
11127.752,31.521,31.6,31.569,31.492
11130.619,31.514,31.592,31.561,31.483
11133.591,31.505,31.584,31.552,31.475
11136.478,31.498,31.574,31.543,31.468
11139.332,31.492,31.57,31.536,31.459
11142.202,31.485,31.561,31.526,31.452
11145.048,31.478,31.555,31.52,31.443
11147.909,31.472,31.547,31.513,31.436
11150.792,31.465,31.542,31.507,31.43
11153.651,31.46,31.536,31.499,31.424
